RestaurantID,RestaurantName,PasswordHash,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
7984,Cole Perez and Lewis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone actuating help-desk,https://dummyimage.com/388x822,Open,4.35,28.48,West Lynnstad,3.8
7985,Burns Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Operative high-level installation,https://picsum.photos/10/792,Closed,6.54,24.84,Port Brianmouth,4.7
7986,Garcia-Molina,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable systematic access,https://picsum.photos/871/779,Closed,3.75,38.54,Meyersport,3.2
7987,Wells Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly value-added emulation,https://picsum.photos/434/299,Resting,8.46,51.56,Audreyberg,3.2
7988,Skinner-Gonzalez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone exuding throughput,https://picsum.photos/541/20,Resting,3.95,30.94,Port David,4.2
7989,Romero-Snyder,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-platform optimizing data-warehouse,https://dummyimage.com/751x945,Open,3.71,48.81,South Lauren,4.1
7990,White and Sons 6,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Front-line logistical data-warehouse,https://placekitten.com/464/251,Open,7.11,42.86,Josephmouth,4.1
7991,Smith LLC 8,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Front-line intangible database,https://placekitten.com/654/634,Resting,9.23,39.83,Hillchester,3.5
7992,Gibbs-Bruce,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customizable multi-tasking customer loyalty,https://picsum.photos/940/359,Resting,3.04,17.0,Lake Natalie,3.2
7993,Moyer-Cole,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-centric eco-centric architecture,https://placekitten.com/847/667,Resting,4.88,57.56,South Aaronville,3.2
7994,Gibson Gallagher and Maddox,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized intangible process improvement,https://placekitten.com/70/52,Resting,3.68,27.38,Wuview,4.1
7995,Jackson Sullivan and Jones,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused explicit extranet,https://picsum.photos/662/526,Open,7.47,36.28,Rodriguezberg,3.7
7996,Graham-Thornton,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profound dynamic hardware,https://placekitten.com/375/545,Resting,9.75,39.8,Vanessatown,5.0
7997,Juarez Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible actuating protocol,https://dummyimage.com/609x599,Open,5.09,51.19,West Johnborough,3.6
7998,Myers and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated grid-enabled attitude,https://placekitten.com/601/330,Resting,3.11,52.18,Crystalburgh,3.6
7999,Cordova-Mckinney,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Switchable scalable access,https://picsum.photos/539/887,Open,5.18,51.73,North Jamesberg,4.2
8000,Fletcher-Martin,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide transitional paradigm,https://placekitten.com/70/655,Open,8.39,53.65,New Robertview,3.9
8001,Mendoza and Sons 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Assimilated multi-state circuit,https://placekitten.com/191/643,Open,6.84,25.58,Garciabury,3.5
8002,Aguirre Smith and Martinez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Proactive responsive approach,https://placekitten.com/703/934,Resting,7.0,45.89,South Anthony,3.2
8003,Mcbride Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Horizontal local time-frame,https://placekitten.com/1000/691,Closed,4.02,24.42,North Michellestad,3.3
8004,Mayo LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Quality-focused 24/7 service-desk,https://placekitten.com/618/402,Resting,5.46,26.38,Kristenmouth,3.8
8005,Butler-Reyes,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Monitored mission-critical open architecture,https://placekitten.com/1012/982,Resting,4.3,51.29,Frankview,3.9
8006,Collins Padilla and Carrillo,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Integrated asynchronous support,https://dummyimage.com/408x262,Resting,6.51,26.1,Stevenfurt,4.4
8007,Fernandez Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized regional knowledge user,https://picsum.photos/42/35,Open,2.93,38.9,Maryburgh,3.7
8008,Martinez Martinez and Gonzales,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized user-facing support,https://dummyimage.com/689x94,Closed,9.23,46.68,East Stephaniemouth,4.6
8009,Baker LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse fault-tolerant strategy,https://picsum.photos/124/772,Open,2.97,34.17,South Angelaview,3.2
8010,Smith Leon and Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized empowering projection,https://picsum.photos/523/158,Resting,2.77,34.84,New Dianahaven,4.2
8011,Avila PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Adaptive 3rdgeneration project,https://picsum.photos/951/125,Open,2.07,42.87,New Alicia,4.5
8012,Oliver Ortiz and Baker,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-tiered fault-tolerant intranet,https://picsum.photos/238/881,Open,4.99,43.82,Tiffanyberg,4.6
8013,Harper-Vasquez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended impactful analyzer,https://dummyimage.com/383x376,Open,2.56,31.35,Lake Andrewfurt,4.5
8014,Turner-Roberts,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized well-modulated projection,https://picsum.photos/763/991,Closed,2.54,24.82,West Julie,5.0
8015,Hensley Foster and Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized zero-defect monitoring,https://placekitten.com/478/870,Closed,4.83,39.23,North Evelynburgh,4.4
8016,Robinson-Mclaughlin,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synchronized disintermediate flexibility,https://dummyimage.com/144x311,Resting,5.21,39.85,South Beckystad,4.2
8017,Barnett Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered hybrid extranet,https://dummyimage.com/780x733,Open,9.06,29.51,New Michael,3.5
8018,Chapman Miller and Black,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Proactive homogeneous leverage,https://placekitten.com/39/203,Open,5.71,26.01,West William,4.9
8019,Chapman PLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Mandatory multi-state analyzer,https://picsum.photos/76/205,Resting,6.44,41.57,West Brandon,3.8
8020,Wilson-Hernandez 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Phased systemic model,https://placekitten.com/426/211,Open,7.56,22.15,Port Bradley,4.7
8021,Prince PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused secondary process improvement,https://picsum.photos/122/201,Resting,3.03,48.29,Collinsshire,4.2
8022,Payne-Russell,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persevering transitional frame,https://picsum.photos/443/585,Closed,7.57,49.24,Derekborough,4.1
8023,Clay Velasquez and White,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered 24/7 help-desk,https://picsum.photos/31/293,Open,2.42,17.94,Camposborough,3.6
8024,Underwood LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Vision-oriented mission-critical capability,https://placekitten.com/348/276,Resting,5.75,57.53,Port Daniel,3.7
8025,Skinner PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Innovative needs-based customer loyalty,https://picsum.photos/720/229,Resting,7.96,24.67,Julieside,3.5
8026,Bennett-Green,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Right-sized bandwidth-monitored moderator,https://dummyimage.com/400x466,Open,7.35,36.59,Patriciatown,4.3
8027,French-Ross,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Right-sized foreground Graphic Interface,https://placekitten.com/415/909,Open,2.8,35.96,New Kennethstad,3.3
8028,Rodriguez Group 8,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based zero tolerance knowledgebase,https://dummyimage.com/54x132,Open,2.78,41.52,Sarahton,3.5
8029,Harper Marshall and Green,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Phased multi-state encoding,https://picsum.photos/344/572,Resting,2.85,34.62,Crosbyberg,4.2
8030,Kirk-Carpenter,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Intuitive local database,https://picsum.photos/287/371,Open,8.66,35.72,Port Jesseview,3.3
8031,Vargas Glenn and Hall,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized responsive function,https://picsum.photos/118/503,Closed,2.58,57.71,East Nathaniel,4.8
8032,Bean-Henson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive eco-centric benchmark,https://placekitten.com/50/294,Closed,4.77,51.51,Jessicastad,3.4
8033,Nelson Ltd 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Open-architected user-facing adapter,https://dummyimage.com/526x376,Open,5.04,47.24,Jonesland,3.2
8034,White-Tapia,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused dedicated contingency,https://dummyimage.com/824x1007,Open,7.11,22.34,Jessicachester,3.2
8035,King-Christensen,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based didactic matrices,https://picsum.photos/647/155,Resting,5.36,58.3,Holdenhaven,3.8
8036,Velez Schwartz and Huang,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced radical throughput,https://picsum.photos/839/855,Open,6.77,59.08,Robertston,3.6
8037,Wood-White,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profound modular model,https://picsum.photos/550/486,Closed,6.19,29.57,New Jeremy,3.3
8038,Valentine Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persistent tangible circuit,https://picsum.photos/442/274,Resting,8.62,18.7,Lake Nataliefort,4.3
8039,Rodgers-Valenzuela,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Assimilated clear-thinking benchmark,https://dummyimage.com/206x700,Closed,6.28,48.57,Port Davidmouth,4.3
8040,Vargas PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated needs-based array,https://picsum.photos/1017/502,Closed,7.81,15.18,North Oliviatown,3.2
8041,Camacho Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Diverse radical ability,https://picsum.photos/547/972,Closed,9.26,19.87,Bonniechester,4.8
8042,Hayes Soto and Bush,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable upward-trending emulation,https://placekitten.com/984/989,Closed,5.36,36.73,Nelsonfurt,4.6
8043,Harris Inc 4,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered grid-enabled adapter,https://dummyimage.com/605x545,Open,2.92,54.14,Matthewberg,4.3
8044,Burns-Jones,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Secured well-modulated installation,https://dummyimage.com/658x888,Closed,3.86,22.01,Ashleychester,4.3
8045,Martinez-Torres,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Integrated 24/7 policy,https://picsum.photos/177/383,Open,7.35,25.98,Ochoaburgh,4.1
8046,Simmons LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused multi-tasking knowledgebase,https://placekitten.com/414/953,Resting,8.13,23.74,Timothystad,3.4
8047,Griffith Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Distributed attitude-oriented intranet,https://dummyimage.com/185x167,Open,8.52,44.14,Brianberg,4.3
8048,Mckenzie LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered clear-thinking hierarchy,https://picsum.photos/485/491,Closed,9.49,21.82,New Jamesburgh,3.7
8049,Fowler Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive interactive attitude,https://dummyimage.com/748x180,Open,4.2,59.48,Ryanmouth,5.0
8050,Mitchell Inc 4,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synergized empowering system engine,https://placekitten.com/803/979,Closed,2.6,18.27,Lake Heatherport,3.0
8051,Gutierrez Vance and Clark,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized high-level success,https://picsum.photos/220/286,Closed,5.8,53.56,New Joyce,4.7
8052,Green Inc 5,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive composite emulation,https://dummyimage.com/456x270,Closed,9.76,44.75,Port Ashleychester,3.8
8053,Bernard Camacho and Bryant,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust neutral ability,https://picsum.photos/594/639,Closed,6.62,39.68,South Thomas,3.1
8054,Macias Kramer and Cook,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive exuding encryption,https://dummyimage.com/245x759,Open,4.77,43.51,North Tyler,3.2
8055,Ferguson Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-lateral human-resource application,https://dummyimage.com/681x877,Resting,8.87,30.17,Cindytown,3.1
8056,Martin Ltd 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Public-key client-server knowledgebase,https://dummyimage.com/481x223,Closed,10.0,52.66,East Maryside,4.7
8057,Newton Group 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Public-key leadingedge circuit,https://picsum.photos/443/381,Closed,4.75,36.97,Perezfort,4.2
8058,Riddle PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable multi-state collaboration,https://picsum.photos/733/107,Resting,4.64,56.54,Taraside,3.9
8059,Turner Barnes and Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Front-line intermediate installation,https://picsum.photos/968/98,Resting,5.83,32.42,Lake Michael,3.2
8060,Gordon Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Streamlined fault-tolerant middleware,https://dummyimage.com/529x117,Resting,5.72,24.32,Gallegosmouth,3.9
8061,Dodson Finley and Villanueva,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Right-sized intangible success,https://picsum.photos/538/785,Resting,8.49,53.29,New Dwayne,4.6
8062,Mcfarland Ltd 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone value-added Graphic Interface,https://placekitten.com/615/683,Open,5.71,57.37,Rebeccaland,4.9
8063,Perkins PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Visionary eco-centric time-frame,https://picsum.photos/799/28,Closed,5.67,16.54,Roymouth,4.0
8064,Patel PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Total fault-tolerant portal,https://dummyimage.com/753x619,Resting,5.78,17.98,West James,4.2
8065,Moreno Foster and Watson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Grass-roots motivating leverage,https://picsum.photos/112/806,Open,6.22,31.84,Barberville,4.3
8066,Mccormick-Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Streamlined systemic open architecture,https://picsum.photos/286/346,Closed,6.9,30.3,Julietown,3.7
8067,Miller Wong and Briggs,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Ergonomic tangible application,https://placekitten.com/339/618,Open,2.58,33.82,East Carriemouth,3.2
8068,Nichols Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-platform client-driven circuit,https://picsum.photos/690/338,Resting,2.47,27.53,Port Steventown,4.3
8069,Lopez-Thompson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused even-keeled middleware,https://placekitten.com/680/778,Closed,4.67,37.08,Ryantown,4.5
8070,Nicholson Gonzales and Gomez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Future-proofed intermediate project,https://picsum.photos/273/413,Resting,6.22,43.6,Dodsontown,4.6
8071,Alvarez-Cox,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible encompassing attitude,https://picsum.photos/780/472,Open,3.32,45.4,East Davidville,3.1
8072,Ashley Herman and Cameron,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Sharable background orchestration,https://dummyimage.com/516x116,Open,7.48,47.84,Deniseport,4.3
8073,Gillespie-Martin,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reverse-engineered directional contingency,https://picsum.photos/1018/27,Closed,4.63,56.11,Patrickfort,4.6
8074,Wilson-Lee,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized solution-oriented firmware,https://picsum.photos/484/730,Resting,4.47,40.64,West Pattyberg,4.5
8075,Good and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized logistical groupware,https://placekitten.com/273/724,Closed,7.24,24.9,North Wesley,3.9
8076,Davis-King,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced heuristic challenge,https://dummyimage.com/607x422,Resting,4.6,52.84,Robertsonside,3.3
8077,Holmes Jensen and Marshall,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized needs-based algorithm,https://placekitten.com/413/731,Resting,6.78,25.56,Port Christopherborough,3.5
8078,Garcia Sandoval and Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Vision-oriented mobile support,https://picsum.photos/95/493,Closed,4.61,34.93,Ellisberg,3.2
8079,Jackson-Gibson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized national system engine,https://picsum.photos/551/391,Open,5.7,23.93,Maddenburgh,4.6
8080,Henderson Smith and Blackburn,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust contextually-based process improvement,https://placekitten.com/21/998,Closed,8.47,37.46,East Carlos,3.0
8081,Frost Hall and Waters,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Streamlined systematic success,https://dummyimage.com/314x569,Open,4.09,29.54,East Christinastad,3.4
8082,Nguyen-Page,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Object-based logistical Local Area Network,https://picsum.photos/621/600,Closed,4.28,29.83,Woodsshire,4.5
8083,White and Sons 7,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly didactic challenge,https://picsum.photos/840/1015,Open,3.63,22.27,Karenbury,4.5
8084,Hill Chen and Marsh,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Triple-buffered asynchronous Local Area Network,https://dummyimage.com/675x531,Closed,7.29,49.9,Jaredport,4.9
8085,Nguyen-Carter,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Distributed exuding process improvement,https://placekitten.com/886/751,Open,5.97,42.95,North Geraldbury,3.8
8086,Parker Group 5,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Integrated global moratorium,https://picsum.photos/334/626,Open,5.8,17.39,Brownview,3.9
8087,Abbott Cochran and Duran,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse incremental Graphic Interface,https://picsum.photos/522/898,Open,9.23,41.18,Port Matthewborough,3.5
8088,Fitzpatrick-Livingston,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized responsive neural-net,https://dummyimage.com/124x423,Closed,8.79,49.35,East Amyton,4.0
8089,Davis-King 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered even-keeled definition,https://dummyimage.com/303x750,Open,6.25,49.44,Boyerfurt,4.1
8090,Johnson and Sons 12,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persistent needs-based intranet,https://placekitten.com/484/423,Open,8.95,53.18,East Jacobburgh,3.5
8091,Adkins-Booker,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended mission-critical portal,https://placekitten.com/120/893,Resting,9.73,36.03,West Patricia,4.7
8092,Hamilton Lopez and Hernandez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Progressive discrete archive,https://picsum.photos/776/580,Open,2.72,28.97,Hammondport,4.1
8093,Dunlap-Perez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enhanced responsive leverage,https://dummyimage.com/721x823,Open,8.15,58.34,Petermouth,3.2
8094,Brown-Edwards,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customizable leadingedge benchmark,https://picsum.photos/485/676,Resting,2.86,23.68,Port Aliciafort,4.5
8095,Rich and Sons 3,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Sharable optimizing monitoring,https://placekitten.com/668/732,Resting,4.37,15.04,Nashville,3.6
8096,Page LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Team-oriented fault-tolerant standardization,https://picsum.photos/790/225,Resting,3.17,19.93,North Matthew,5.0
8097,Hill Navarro and Martin,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible asynchronous extranet,https://picsum.photos/178/992,Closed,2.75,51.9,Jonesbury,4.3
8098,Yates Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Realigned user-facing complexity,https://placekitten.com/616/714,Closed,6.46,48.69,Harrisberg,4.6
8099,Acosta PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Decentralized background alliance,https://placekitten.com/800/264,Closed,6.93,42.29,New Donaldville,4.7
8100,Duran PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Right-sized bi-directional framework,https://placekitten.com/817/720,Resting,3.43,29.16,Whitemouth,4.2
8101,Cruz-Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable 4thgeneration superstructure,https://placekitten.com/394/64,Resting,7.55,45.21,Port Melissaport,4.2
8102,Beard-Stewart,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persistent needs-based project,https://dummyimage.com/201x199,Resting,9.5,27.85,Hoffmanstad,4.5
8103,Brown-Davila,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse discrete instruction set,https://dummyimage.com/863x1023,Closed,9.26,42.19,West Thomasshire,4.7
8104,Brown LLC 10,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Monitored bottom-line methodology,https://dummyimage.com/517x115,Closed,7.93,42.29,Macdonaldstad,4.3
8105,Perkins-Calderon,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable clear-thinking benchmark,https://picsum.photos/141/1009,Closed,4.98,48.73,Howardberg,3.4
8106,Garza-Shelton,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Seamless bifurcated support,https://dummyimage.com/693x456,Open,7.73,40.36,Christopherview,4.6
8107,Lawson-Carr,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized hybrid access,https://placekitten.com/498/944,Open,6.44,25.71,Brianhaven,4.3
8108,Green and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Versatile high-level model,https://dummyimage.com/821x264,Closed,9.66,19.29,Port Michelleborough,3.6
8109,Riley Thompson and Hayden,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused national budgetary management,https://placekitten.com/868/643,Closed,5.66,18.71,West David,3.6
8110,Campbell Glover and Cole,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reverse-engineered object-oriented definition,https://dummyimage.com/105x577,Closed,5.31,46.08,Heathchester,3.9
8111,Dickson-Jones,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Configurable logistical service-desk,https://picsum.photos/451/257,Resting,6.0,23.24,West Richardfurt,4.7
8112,Gordon Moore and Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-channeled zero administration encryption,https://picsum.photos/625/477,Resting,9.41,52.66,Port Janice,3.0
